"resume_id","candidate_label","source_method","source_method_cn","privacy_level","target_job_id","target_job_title","target_company_name","target_industry","target_location","match_level","match_level_cn","expected_match_score","education","experience_years","current_role","skills","target_skills_norm","matched_skills_seed","missing_skills_seed","projects","work_experience","resume_text","target_url","created_at"
"R0027","匿名候选人027","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40774498106","中/高级软件开发工程师（Python/Go）-线上面试","深圳市法本信息技术股份有限公司","软件/IT服务","深圳 南山","low","低匹配","66.7","大专","2","中/高级软件开发工程师-线上面试","DEVOPS; Python; 问题定位; 版本管理; 系统设计; 数据清洗","DEVOPS; Python; GO","DEVOPS; Python","GO","[{""name"":""匿名项目A-中/高级软件开发工程师-线上面试"",""role"":""核心成员"",""skills"":[""DEVOPS"",""Python"",""问题定位"",""版本管理""],""description"":""围绕目标岗位 中/高级软件开发工程师（Python/Go）-线上面试 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""问题定位"",""版本管理"",""系统设计""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""中/高级软件开发工程师-线上面试"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 DEVOPS、Python、问题定位、版本管理、系统设计、数据清洗。""}","候选人编号：R0027。教育背景：大专。工作经验：2 年。目标岗位：中/高级软件开发工程师（Python/Go）-线上面试。核心技能：DEVOPS、Python、问题定位、版本管理、系统设计、数据清洗。项目经历：参与 中/高级软件开发工程师-线上面试 相关项目，围绕 DEVOPS、Python、GO 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC385622410J40774498106.htm","2026-06-18T10:42:49Z"
"R0028","匿名候选人028","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40862890705","高薪Java/c++/python全额社保/双休16薪","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","66.7","本科","1","高薪Java/c++/python全额社保/","JavaScript; Python; CSS; Spring; Hibernate; Struts; 版本管理; 系统设计","JavaScript; Python; CSS; Spring; Hibernate; Struts; MySQL; PostgreSQL; Oracle","JavaScript; Python; CSS; Spring; Hibernate; Struts","MySQL; PostgreSQL; Oracle","[{""name"":""匿名项目A-高薪Java/c++/python全额社保/"",""role"":""核心成员"",""skills"":[""JavaScript"",""Python"",""CSS"",""Spring""],""description"":""围绕目标岗位 高薪Java/c++/python全额社保/双休16薪 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""CSS"",""Spring"",""Hibernate""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""高薪Java/c++/python全额社保/"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 JavaScript、Python、CSS、Spring、Hibernate、Struts、版本管理、系统设计。""}","候选人编号：R0028。教育背景：本科。工作经验：1 年。目标岗位：高薪Java/c++/python全额社保/双休16薪。核心技能：JavaScript、Python、CSS、Spring、Hibernate、Struts、版本管理、系统设计。项目经历：参与 高薪Java/c++/python全额社保/ 相关项目，围绕 JavaScript、Python、CSS、Spring、Hibernate、Struts、MySQL、PostgreSQL、Oracle 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40862890705.htm","2026-06-18T10:42:49Z"
"R0029","匿名候选人029","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40250783712","Python开发工程师","中软国际","软件/IT服务","深圳 龙岗","high","高匹配","87.5","本科","2","Python开发工程师","Python; MySQL; 数据库; SQL; 后端开发; Redis; Selenium; 系统设计; 数据清洗; API 调试","Python; MySQL; 数据库; SQL; 后端开发; Redis; Selenium; SQLAlchemy","Python; MySQL; 数据库; SQL; 后端开发; Redis; Selenium","SQLAlchemy","[{""name"":""匿名项目A-Python开发工程师"",""role"":""核心成员"",""skills"":[""Python"",""MySQL"",""数据库"",""SQL""],""description"":""围绕目标岗位 Python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""MySQL"",""数据库"",""SQL"",""后端开发""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python开发工程师"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、MySQL、数据库、SQL、后端开发、Redis、Selenium、系统设计、数据清洗、API 调试。""}","候选人编号：R0029。教育背景：本科。工作经验：2 年。目标岗位：Python开发工程师。核心技能：Python、MySQL、数据库、SQL、后端开发、Redis、Selenium、系统设计、数据清洗、API 调试。项目经历：参与 Python开发工程师 相关项目，围绕 Python、MySQL、数据库、SQL、后端开发、Redis、Selenium、SQLAlchemy 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC508620120J40250783712.htm","2026-06-18T10:42:49Z"
"R0030","匿名候选人030","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40944281908","Python","深圳新思","软件/IT服务","深圳 南山","medium","中匹配","66.7","本科","3","Python","需求分析; 沟通协作; 数据清洗; API 调试; 团队协作; Git","需求分析; 沟通协作; 文档编写","需求分析; 沟通协作","文档编写","[{""name"":""匿名项目A-Python"",""role"":""核心成员"",""skills"":[""需求分析"",""沟通协作"",""数据清洗"",""API 调试""],""description"":""围绕目标岗位 Python 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""沟通协作"",""数据清洗"",""API 调试"",""团队协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python"",""years"":3,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 需求分析、沟通协作、数据清洗、API 调试、团队协作、Git。""}","候选人编号：R0030。教育背景：本科。工作经验：3 年。目标岗位：Python。核心技能：需求分析、沟通协作、数据清洗、API 调试、团队协作、Git。项目经历：参与 Python 相关项目，围绕 需求分析、沟通协作、文档编写 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC469912010J40944281908.htm","2026-06-18T10:42:49Z"
"R0031","匿名候选人031","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40858122505","软件开发工程师(JAVA/C++/C/Python/测试)","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","low","低匹配","66.7","本科","1","软件开发工程师","C语言; Python; API 调试; 团队协作","C语言; Python; Java","C语言; Python","Java","[{""name"":""匿名项目A-软件开发工程师"",""role"":""核心成员"",""skills"":[""C语言"",""Python"",""API 调试"",""团队协作""],""description"":""围绕目标岗位 软件开发工程师(JAVA/C++/C/Python/测试) 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""API 调试"",""团队协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""软件开发工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C语言、Python、API 调试、团队协作。""}","候选人编号：R0031。教育背景：本科。工作经验：1 年。目标岗位：软件开发工程师(JAVA/C++/C/Python/测试)。核心技能：C语言、Python、API 调试、团队协作。项目经历：参与 软件开发工程师 相关项目，围绕 C语言、Python、Java 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40858122505.htm","2026-06-18T10:42:49Z"
"R0032","匿名候选人032","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40823827416","python开发工程师（双休 五险一金 ）","拓保软件","软件/IT服务","深圳 福田","medium","中匹配","66.7","本科","3","python开发工程师","Java; Oracle; 团队协作; Git; SQL","Java; Oracle; MySQL","Java; Oracle","MySQL","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""Java"",""Oracle"",""团队协作"",""Git""],""description"":""围绕目标岗位 python开发工程师（双休 五险一金 ） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Oracle"",""团队协作"",""Git"",""SQL""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":3,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Java、Oracle、团队协作、Git、SQL。""}","候选人编号：R0032。教育背景：本科。工作经验：3 年。目标岗位：python开发工程师（双休 五险一金 ）。核心技能：Java、Oracle、团队协作、Git、SQL。项目经历：参与 python开发工程师 相关项目，围绕 Java、Oracle、MySQL 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC157088920J40823827416.htm","2026-06-18T10:42:49Z"
"R0033","匿名候选人033","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40781667106","Python全栈开发","深圳市法本信息技术股份有限公司","软件/IT服务","深圳 南山","high","高匹配","100","大专","6","Python全栈开发","前端开发; 后端开发; Python; react; MySQL; Git; SQL; Linux; Excel","前端开发; 后端开发; Python; react; MySQL","前端开发; 后端开发; Python; react; MySQL","","[{""name"":""匿名项目A-Python全栈开发"",""role"":""核心成员"",""skills"":[""前端开发"",""后端开发"",""Python"",""react""],""description"":""围绕目标岗位 Python全栈开发 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""后端开发"",""Python"",""react"",""MySQL""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python全栈开发"",""years"":6,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 前端开发、后端开发、Python、react、MySQL、Git、SQL、Linux、Excel。""}","候选人编号：R0033。教育背景：大专。工作经验：6 年。目标岗位：Python全栈开发。核心技能：前端开发、后端开发、Python、react、MySQL、Git、SQL、Linux、Excel。项目经历：参与 Python全栈开发 相关项目，围绕 前端开发、后端开发、Python、react、MySQL 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC385622410J40781667106.htm","2026-06-18T10:42:49Z"
"R0034","匿名候选人034","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40780930505","月薪15-35k/java/c++/python后端开发/","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","100","本科","1","月薪15-35k/java/c++/pyth","JavaScript; Python; SQL; Linux","JavaScript; Python","JavaScript; Python","","[{""name"":""匿名项目A-月薪15-35k/java/c++/pyth"",""role"":""核心成员"",""skills"":[""JavaScript"",""Python"",""SQL"",""Linux""],""description"":""围绕目标岗位 月薪15-35k/java/c++/python后端开发/ 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""SQL"",""Linux""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""月薪15-35k/java/c++/pyth"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 JavaScript、Python、SQL、Linux。""}","候选人编号：R0034。教育背景：本科。工作经验：1 年。目标岗位：月薪15-35k/java/c++/python后端开发/。核心技能：JavaScript、Python、SQL、Linux。项目经历：参与 月薪15-35k/java/c++/pyth 相关项目，围绕 JavaScript、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40780930505.htm","2026-06-18T10:42:49Z"
"R0035","匿名候选人035","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40769864516","python装备测试开发","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","low","低匹配","50","本科","1","python装备测试开发","Python; Linux; Excel; 需求分析","Python; PYTHON装备开发","Python","PYTHON装备开发","[{""name"":""匿名项目A-python装备测试开发"",""role"":""核心成员"",""skills"":[""Python"",""Linux"",""Excel"",""需求分析""],""description"":""围绕目标岗位 python装备测试开发 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Linux"",""Excel"",""需求分析""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python装备测试开发"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、Linux、Excel、需求分析。""}","候选人编号：R0035。教育背景：本科。工作经验：1 年。目标岗位：python装备测试开发。核心技能：Python、Linux、Excel、需求分析。项目经历：参与 python装备测试开发 相关项目，围绕 Python、PYTHON装备开发 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40769864516.htm","2026-06-18T10:42:49Z"
"R0036","匿名候选人036","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40911793312","ros开发工程师 （python）","深圳市大象机器人科技有限公司","通用设备制造","深圳 福田","medium","中匹配","75","本科","1","ros开发工程师 ","Python; ISAAC SIM; ISAAC LAB; Excel; 需求分析; 文档编写; 沟通协作","Python; ISAAC SIM; ISAAC LAB; ROS","Python; ISAAC SIM; ISAAC LAB","ROS","[{""name"":""匿名项目A-ros开发工程师 "",""role"":""核心成员"",""skills"":[""Python"",""ISAAC SIM"",""ISAAC LAB"",""Excel""],""description"":""围绕目标岗位 ros开发工程师 （python） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""ISAAC SIM"",""ISAAC LAB"",""Excel"",""需求分析""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""ros开发工程师 "",""years"":1,""description"":""负责与 通用设备制造 相关的研发/测试/数据处理工作，主要使用 Python、ISAAC SIM、ISAAC LAB、Excel、需求分析、文档编写、沟通协作。""}","候选人编号：R0036。教育背景：本科。工作经验：1 年。目标岗位：ros开发工程师 （python）。核心技能：Python、ISAAC SIM、ISAAC LAB、Excel、需求分析、文档编写、沟通协作。项目经历：参与 ros开发工程师  相关项目，围绕 Python、ISAAC SIM、ISAAC LAB、ROS 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC574316530J40911793312.htm","2026-06-18T10:42:49Z"
"R0037","匿名候选人037","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40612200305","Java/python/JS/GO/算法/测试/c ++","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","high","高匹配","100","本科","2","Java/python/JS/GO/算法/测","Python; C++; C; 测试; Java; GO; 需求分析; 文档编写","Python; C++; C; 测试; Java; GO","Python; C++; C; 测试; Java; GO","","[{""name"":""匿名项目A-Java/python/JS/GO/算法/测"",""role"":""核心成员"",""skills"":[""Python"",""C++"",""C"",""测试""],""description"":""围绕目标岗位 Java/python/JS/GO/算法/测试/c ++ 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C++"",""C"",""测试"",""Java""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Java/python/JS/GO/算法/测"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、C++、C、测试、Java、GO、需求分析、文档编写。""}","候选人编号：R0037。教育背景：本科。工作经验：2 年。目标岗位：Java/python/JS/GO/算法/测试/c ++。核心技能：Python、C++、C、测试、Java、GO、需求分析、文档编写。项目经历：参与 Java/python/JS/GO/算法/测 相关项目，围绕 Python、C++、C、测试、Java、GO 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40612200305.htm","2026-06-18T10:42:49Z"
"R0038","匿名候选人038","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40823240716","python测试","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 南山","medium","中匹配","60","本科","1","python测试","Python; 测试开发; 接口自动化测试; 文档编写; 沟通协作; 单元测试","Python; 测试开发; 接口自动化测试; UI自动化测试; 移动端自动化测试","Python; 测试开发; 接口自动化测试","UI自动化测试; 移动端自动化测试","[{""name"":""匿名项目A-python测试"",""role"":""核心成员"",""skills"":[""Python"",""测试开发"",""接口自动化测试"",""文档编写""],""description"":""围绕目标岗位 python测试 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""测试开发"",""接口自动化测试"",""文档编写"",""沟通协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python测试"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、测试开发、接口自动化测试、文档编写、沟通协作、单元测试。""}","候选人编号：R0038。教育背景：本科。工作经验：1 年。目标岗位：python测试。核心技能：Python、测试开发、接口自动化测试、文档编写、沟通协作、单元测试。项目经历：参与 python测试 相关项目，围绕 Python、测试开发、接口自动化测试、UI自动化测试、移动端自动化测试 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40823240716.htm","2026-06-18T10:42:49Z"
"R0039","匿名候选人039","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40781090906","后端开发(python)","新拓尼克科技研发中心 / Syntronic Beijing R&D Center","通信运营商/电信增值服务","深圳 南山","low","低匹配","100","大专","4","后端开发","MySQL; 沟通协作; 单元测试; 数据分析; 接口测试","MySQL","MySQL","","[{""name"":""匿名项目A-后端开发"",""role"":""核心成员"",""skills"":[""MySQL"",""沟通协作"",""单元测试"",""数据分析""],""description"":""围绕目标岗位 后端开发(python) 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""沟通协作"",""单元测试"",""数据分析"",""接口测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""后端开发"",""years"":4,""description"":""负责与 通信运营商/电信增值服务 相关的研发/测试/数据处理工作，主要使用 MySQL、沟通协作、单元测试、数据分析、接口测试。""}","候选人编号：R0039。教育背景：大专。工作经验：4 年。目标岗位：后端开发(python)。核心技能：MySQL、沟通协作、单元测试、数据分析、接口测试。项目经历：参与 后端开发 相关项目，围绕 MySQL 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC134310320J40781090906.htm","2026-06-18T10:42:49Z"
"R0040","匿名候选人040","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40775572705","Java/Python/C/C++/Web/测试工程师","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","63.6","本科","1","Java/Python/C/C++/Web/","JavaScript; C++; Spring; C; Mybatis; MySQL; Redis; 单元测试; 数据分析","JavaScript; C++; Spring; C; Mybatis; MySQL; Redis; PostgreSQL; 健身房; 年终奖; 下午茶零食","JavaScript; C++; Spring; C; Mybatis; MySQL; Redis","PostgreSQL; 健身房; 年终奖; 下午茶零食","[{""name"":""匿名项目A-Java/Python/C/C++/Web/"",""role"":""核心成员"",""skills"":[""JavaScript"",""C++"",""Spring"",""C""],""description"":""围绕目标岗位 Java/Python/C/C++/Web/测试工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C++"",""Spring"",""C"",""Mybatis""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Java/Python/C/C++/Web/"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 JavaScript、C++、Spring、C、Mybatis、MySQL、Redis、单元测试、数据分析。""}","候选人编号：R0040。教育背景：本科。工作经验：1 年。目标岗位：Java/Python/C/C++/Web/测试工程师。核心技能：JavaScript、C++、Spring、C、Mybatis、MySQL、Redis、单元测试、数据分析。项目经历：参与 Java/Python/C/C++/Web/ 相关项目，围绕 JavaScript、C++、Spring、C、Mybatis、MySQL、Redis、PostgreSQL、健身房、年终奖、下午茶零食 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40775572705.htm","2026-06-18T10:42:49Z"
"R0041","匿名候选人041","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40847485511","python工程师/算法工程师","重庆软维科技有限公司","互联网医疗","深圳 南山 科技园","high","高匹配","100","本科","4","python工程师/算法工程师","MongoDB; MySQL; PostgreSQL; Flask; Django; 数据分析; 接口测试; 问题定位","MongoDB; MySQL; PostgreSQL; Flask; Django","MongoDB; MySQL; PostgreSQL; Flask; Django","","[{""name"":""匿名项目A-python工程师/算法工程师"",""role"":""核心成员"",""skills"":[""MongoDB"",""MySQL"",""PostgreSQL"",""Flask""],""description"":""围绕目标岗位 python工程师/算法工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""MySQL"",""PostgreSQL"",""Flask"",""Django""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python工程师/算法工程师"",""years"":4,""description"":""负责与 互联网医疗 相关的研发/测试/数据处理工作，主要使用 MongoDB、MySQL、PostgreSQL、Flask、Django、数据分析、接口测试、问题定位。""}","候选人编号：R0041。教育背景：本科。工作经验：4 年。目标岗位：python工程师/算法工程师。核心技能：MongoDB、MySQL、PostgreSQL、Flask、Django、数据分析、接口测试、问题定位。项目经历：参与 python工程师/算法工程师 相关项目，围绕 MongoDB、MySQL、PostgreSQL、Flask、Django 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC447211930J40847485511.htm","2026-06-18T10:42:49Z"
"R0042","匿名候选人042","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40556038816","python","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","100","本科","3","python","Flask; Python; 接口测试; 问题定位; 版本管理; 系统设计","Flask; Python","Flask; Python","","[{""name"":""匿名项目A-python"",""role"":""核心成员"",""skills"":[""Flask"",""Python"",""接口测试"",""问题定位""],""description"":""围绕目标岗位 python 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""接口测试"",""问题定位"",""版本管理""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python"",""years"":3,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Flask、Python、接口测试、问题定位、版本管理、系统设计。""}","候选人编号：R0042。教育背景：本科。工作经验：3 年。目标岗位：python。核心技能：Flask、Python、接口测试、问题定位、版本管理、系统设计。项目经历：参与 python 相关项目，围绕 Flask、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40556038816.htm","2026-06-18T10:42:49Z"
"R0043","匿名候选人043","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40865336805","C/C++/JAVA/Python/大数据/AI/开发（一二线城市均有岗位需求）","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","low","低匹配","66.7","本科","1","C/C++/JAVA/Python/大数据/","C++; Python; 问题定位; 版本管理","C++; Python; C#","C++; Python","C#","[{""name"":""匿名项目A-C/C++/JAVA/Python/大数据/"",""role"":""核心成员"",""skills"":[""C++"",""Python"",""问题定位"",""版本管理""],""description"":""围绕目标岗位 C/C++/JAVA/Python/大数据/AI/开发（一二线城市均有岗位需求） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""问题定位"",""版本管理""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""C/C++/JAVA/Python/大数据/"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C++、Python、问题定位、版本管理。""}","候选人编号：R0043。教育背景：本科。工作经验：1 年。目标岗位：C/C++/JAVA/Python/大数据/AI/开发（一二线城市均有岗位需求）。核心技能：C++、Python、问题定位、版本管理。项目经历：参与 C/C++/JAVA/Python/大数据/ 相关项目，围绕 C++、Python、C# 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40865336805.htm","2026-06-18T10:42:49Z"
"R0044","匿名候选人044","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40847914611","Python开发工程师 （智能体 / Agent方向）","牧原食品集团股份有限公司","畜牧业","深圳 南山","medium","中匹配","66.7","本科","5","Python开发工程师 ","需求分析; 沟通协作; 版本管理; 系统设计; 数据清洗","需求分析; 沟通协作; 文档编写","需求分析; 沟通协作","文档编写","[{""name"":""匿名项目A-Python开发工程师 "",""role"":""核心成员"",""skills"":[""需求分析"",""沟通协作"",""版本管理"",""系统设计""],""description"":""围绕目标岗位 Python开发工程师 （智能体 / Agent方向） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""沟通协作"",""版本管理"",""系统设计"",""数据清洗""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python开发工程师 "",""years"":5,""description"":""负责与 畜牧业 相关的研发/测试/数据处理工作，主要使用 需求分析、沟通协作、版本管理、系统设计、数据清洗。""}","候选人编号：R0044。教育背景：本科。工作经验：5 年。目标岗位：Python开发工程师 （智能体 / Agent方向）。核心技能：需求分析、沟通协作、版本管理、系统设计、数据清洗。项目经历：参与 Python开发工程师  相关项目，围绕 需求分析、沟通协作、文档编写 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC495147320J40847914611.htm","2026-06-18T10:42:49Z"
